"MRC","Municipalite","Subvention"
"Abitibi","Amos","https://amos.quebec/medias/Couche-lavable-formulaire-subvention.pdf"
"Abitibi","Barraute","https://71748b48-536a-4845-9101-a9011d5929bd.filesusr.com/ugd/f80962_d3288360054f4373a02989af4965cb7a.pdf"
"Abitibi","Berry"
"Abitibi","Champneuf"
"Abitibi","La Corne"
"Abitibi","La Morandière"
"Abitibi","La Motte"
"Abitibi","Lac-Chicobi"
"Abitibi","Lac-Despinassy"
"Abitibi","Landrienne"
"Abitibi","Launay"
"Abitibi","Pikogan"
"Abitibi","Preissac"
"Abitibi","Rochebaucourt"
"Abitibi","Saint-Dominique-du-Rosaire"
"Abitibi","Saint-Félix-de-Dalquier"
"Abitibi","Saint-Marc-de-Figuery"
"Abitibi","Saint-Mathieu-d'Harricana"
"Abitibi","Sainte-Gertrude-Manneville"
"Abitibi","Trécesson"
"Abitibi-Ouest","Authier"
"Abitibi-Ouest","Authier-Nord"
"Abitibi-Ouest","Chazel"
"Abitibi-Ouest","Clermont"
"Abitibi-Ouest","Clerval"
"Abitibi-Ouest","Duparquet"
"Abitibi-Ouest","Dupuy"
"Abitibi-Ouest","Gallichan"
"Abitibi-Ouest","La Reine"
"Abitibi-Ouest","La Sarre","http://www.ville.lasarre.qc.ca/documents/pages/programme-aide-couches-lavables.pdf"
"Abitibi-Ouest","Lac-Duparquet"
"Abitibi-Ouest","Macamic"
"Abitibi-Ouest","Normétal"
"Abitibi-Ouest","Palmarolle"
"Abitibi-Ouest","Poularies"
"Abitibi-Ouest","Rapide-Danseur"
"Abitibi-Ouest","Rivière-Ojima"
"Abitibi-Ouest","Roquemaure"
"Abitibi-Ouest","Saint-Lambert"
"Abitibi-Ouest","Sainte-Germaine-Boulé"
"Abitibi-Ouest","Sainte-Hélène-de-Mancebourg"
"Abitibi-Ouest","Taschereau"
"Abitibi-Ouest","Val-Saint-Gilles"
"Acton","Acton Vale"
"Acton","Béthanie","http://municipalitedebethanie.ca/services-offerts/"
"Acton","Roxton"
"Acton","Roxton Falls"
"Acton","Saint-Nazaire-d'Acton"
"Acton","Saint-Théodore-d'Acton"
"Acton","Sainte-Christine"
"Acton","Upton"
"Administration régionale Kativik","Akulivik"
"Administration régionale Kativik","Aupaluk"
"Administration régionale Kativik","Baie-d'Hudson"
"Administration régionale Kativik","Inukjuak"
"Administration régionale Kativik","Ivujivik"
"Administration régionale Kativik","Kangiqsualujjuaq"
"Administration régionale Kativik","Kangiqsujuaq"
"Administration régionale Kativik","Kangirsuk"
"Administration régionale Kativik","Kawawachikamach"
"Administration régionale Kativik","Killiniq"
"Administration régionale Kativik","Kuujjuaq"
"Administration régionale Kativik","Kuujjuarapik"
"Administration régionale Kativik","Puvirnituq"
"Administration régionale Kativik","Quaqtaq"
"Administration régionale Kativik","Rivière-Koksoak"
"Administration régionale Kativik","Salluit"
"Administration régionale Kativik","Tasiujaq"
"Administration régionale Kativik","Umiujaq"
"Antoine-Labelle","Baie-des-Chaloupes"
"Antoine-Labelle","Chute-Saint-Philippe","https://www.chute-saint-philippe.ca/subvention-couches-lavables"
"Antoine-Labelle","Ferme-Neuve"
"Antoine-Labelle","Kiamika"
"Antoine-Labelle","L'Ascension"
"Antoine-Labelle","La Macaza"
"Antoine-Labelle","Lac-Akonapwehikan"
"Antoine-Labelle","Lac-Bazinet"
"Antoine-Labelle","Lac-De La Bidière"
"Antoine-Labelle","Lac-de-la-Maison-de-Pierre"
"Antoine-Labelle","Lac-de-la-Pomme"
"Antoine-Labelle","Lac-des-Écorces","https://www.lacdesecorces.ca/subvention-couches-lavables"
"Antoine-Labelle","Lac-Douaire"
"Antoine-Labelle","Lac-du-Cerf"
"Antoine-Labelle","Lac-Ernest"
"Antoine-Labelle","Lac-Marguerite"
"Antoine-Labelle","Lac-Oscar"
"Antoine-Labelle","Lac-Saguay"
"Antoine-Labelle","Lac-Saint-Paul"
"Antoine-Labelle","Lac-Wagwabika"
"Antoine-Labelle","Mont-Laurier"
"Antoine-Labelle","Mont-Saint-Michel"
"Antoine-Labelle","Nominingue"
"Antoine-Labelle","Notre-Dame-de-Pontmain"
"Antoine-Labelle","Notre-Dame-du-Laus"
"Antoine-Labelle","Rivière-Rouge"
"Antoine-Labelle","Saint-Aimé-du-Lac-des-Îles"
"Antoine-Labelle","Sainte-Anne-du-Lac"
"Argenteuil","Brownsburg-Chatham","https://www.riadm.ca/index.php/nos-activites/programme-daide-financiere-couches-lavables/"
"Argenteuil","Gore"
"Argenteuil","Grenville"
"Argenteuil","Grenville-sur-la-Rouge"
"Argenteuil","Harrington"
"Argenteuil","Lachute","https://www.riadm.ca/index.php/nos-activites/programme-daide-financiere-couches-lavables/"
"Argenteuil","Mille-Isles"
"Argenteuil","Saint-André-d'Argenteuil","https://www.riadm.ca/index.php/nos-activites/programme-daide-financiere-couches-lavables/"
"Argenteuil","Wentworth"
"Arthabaska","Chesterville","https://cdn.shopify.com/s/files/1/0370/8531/5131/files/Depliant_couches_lavables.pdf?v=1594734215"
"Arthabaska","Daveluyville"
"Arthabaska","Ham-Nord"
"Arthabaska","Kingsey Falls","https://www.kingseyfalls.ca/documents/subvention/depliant-couches-de-coton.pdf"
"Arthabaska","Maddington Falls"
"Arthabaska","Notre-Dame-de-Ham"
"Arthabaska","Saint-Albert"
"Arthabaska","Saint-Christophe-d'Arthabaska"
"Arthabaska","Saint-Louis-de-Blandford"
"Arthabaska","Saint-Norbert-d'Arthabaska"
"Arthabaska","Saint-Rémi-de-Tingwick"
"Arthabaska","Saint-Rosaire"
"Arthabaska","Saint-Samuel"
"Arthabaska","Saint-Valère"
"Arthabaska","Sainte-Clotilde-de-Horton"
"Arthabaska","Sainte-Élizabeth-de-Warwick"
"Arthabaska","Sainte-Hélène-de-Chester"
"Arthabaska","Sainte-Séraphine"
"Arthabaska","Saints-Martyrs-Canadiens"
"Arthabaska","Tingwick","https://www.tingwick.ca/articles/subvention-pour-l-utilisation-de-couches-lavables"
"Arthabaska","Victoriaville","https://www.victoriaville.ca/page/1358/subvention-pour-lutilisation-des-couches-lavables.aspx"
"Arthabaska","Warwick"
"Avignon","Carleton-sur-Mer","https://carletonsurmer.com/osons-vert/"
"Avignon","Escuminac"
"Avignon","Gesgapegiag"
"Avignon","L'Ascension-de-Patapédia"
"Avignon","Listuguj"
"Avignon","Maria"
"Avignon","Matapédia"
"Avignon","Nouvelle"
"Avignon","Pointe-à-la-Croix"
"Avignon","Ristigouche-Partie-Sud-Est"
"Avignon","Rivière-Nouvelle"
"Avignon","Ruisseau-Ferguson"
"Avignon","Saint-Alexis-de-Matapédia"
"Avignon","Saint-André-de-Restigouche"
"Avignon","Saint-François-d'Assise"
"Beauce-Centre","Beauceville"
"Beauce-Centre","Saint-Alfred"
"Beauce-Centre","Saint-Frédéric"
"Beauce-Centre","Saint-Joseph-de-Beauce"
"Beauce-Centre","Saint-Joseph-des-Érables"
"Beauce-Centre","Saint-Jules"
"Beauce-Centre","Saint-Odilon-de-Cranbourne"
"Beauce-Centre","Saint-Séverin"
"Beauce-Centre","Saint-Victor"
"Beauce-Centre","Tring-Jonction"
"Beauce-Sartigan","La Guadeloupe"
"Beauce-Sartigan","Lac-Poulin"
"Beauce-Sartigan","Notre-Dame-des-Pins"
"Beauce-Sartigan","Saint-Benoît-Labre"
"Beauce-Sartigan","Saint-Côme--Linière"
"Beauce-Sartigan","Saint-Éphrem-de-Beauce"
"Beauce-Sartigan","Saint-Évariste-de-Forsyth"
"Beauce-Sartigan","Saint-Gédéon-de-Beauce"
"Beauce-Sartigan","Saint-Georges","http://www.saint-georges.ca/vivre-a-saint-georges/environnement/couches-lavables/"
"Beauce-Sartigan","Saint-Hilaire-de-Dorset"
"Beauce-Sartigan","Saint-Honoré-de-Shenley"
"Beauce-Sartigan","Saint-Martin"
"Beauce-Sartigan","Saint-Philibert"
"Beauce-Sartigan","Saint-René"
"Beauce-Sartigan","Saint-Simon-les-Mines"
"Beauce-Sartigan","Saint-Théophile"
"Beauharnois-Salaberry","Beauharnois","https://ville.beauharnois.qc.ca/subvention-pour-lachat-de-couches-lavables/"
"Beauharnois-Salaberry","Saint-Étienne-de-Beauharnois"
"Beauharnois-Salaberry","Saint-Louis-de-Gonzague","http://saint-louis-de-gonzague.com/news/couches-lavables/"
"Beauharnois-Salaberry","Saint-Stanislas-de-Kostka"
"Beauharnois-Salaberry","Saint-Urbain-Premier"
"Beauharnois-Salaberry","Sainte-Martine","https://sainte-martine.ca/municipalite/administration-et-finances/subventions/"
"Beauharnois-Salaberry","Salaberry-de-Valleyfield","https://www.ville.valleyfield.qc.ca/couches-lavables"
"Bécancour","Bécancour","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Deschaillons-sur-Saint-Laurent","https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Bécancour","Fortierville","https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Bécancour","Lemieux","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Manseau","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Parisville","https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Bécancour","Saint-Pierre-les-Becquets","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Saint-Sylvère","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Sainte-Cécile-de-Lévrard","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Sainte-Françoise","https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Bécancour","Sainte-Marie-de-Blandford","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Sainte-Sophie-de-Lévrard","https://www.rigidbny.com/achateco/#coucheslavables"
"Bécancour","Wôlinak","https://www.rigidbny.com/achateco/#coucheslavables"
"Bellechasse","Armagh"
"Bellechasse","Beaumont"
"Bellechasse","Honfleur"
"Bellechasse","La Durantaye"
"Bellechasse","Notre-Dame-Auxiliatrice-de-Buckland"
"Bellechasse","Saint-Anselme"
"Bellechasse","Saint-Charles-de-Bellechasse"
"Bellechasse","Saint-Damien-de-Buckland"
"Bellechasse","Saint-Gervais"
"Bellechasse","Saint-Henri"
"Bellechasse","Saint-Lazare-de-Bellechasse"
"Bellechasse","Saint-Léon-de-Standon"
"Bellechasse","Saint-Malachie"
"Bellechasse","Saint-Michel-de-Bellechasse"
"Bellechasse","Saint-Nazaire-de-Dorchester"
"Bellechasse","Saint-Nérée-de-Bellechasse"
"Bellechasse","Saint-Philémon"
"Bellechasse","Saint-Raphaël"
"Bellechasse","Saint-Vallier"
"Bellechasse","Sainte-Claire"
"Bonaventure","Bonaventure"
"Bonaventure","Caplan"
"Bonaventure","Cascapédia--Saint-Jules"
"Bonaventure","Hope"
"Bonaventure","Hope Town"
"Bonaventure","New Carlisle"
"Bonaventure","New Richmond"
"Bonaventure","Paspébiac"
"Bonaventure","Rivière-Bonaventure"
"Bonaventure","Saint-Alphonse"
"Bonaventure","Saint-Elzéar"
"Bonaventure","Saint-Godefroi"
"Bonaventure","Saint-Siméon"
"Bonaventure","Shigawake"
"Brome-Missisquoi","Abercorn"
"Brome-Missisquoi","Bedford"
"Brome-Missisquoi","Bolton-Ouest"
"Brome-Missisquoi","Brigham"
"Brome-Missisquoi","Brome"
"Brome-Missisquoi","Bromont","https://www.bromont.net/services-aux-citoyens/environnement/subventions-environnementales/demande-de-remboursement-pour-des-couches-lavables/"
"Brome-Missisquoi","Cowansville","https://www.cowansville.ca/citoyens/environnement/subventions#subvention-pour-lachat-de-couches-lavables"
"Brome-Missisquoi","Dunham"
"Brome-Missisquoi","East Farnham"
"Brome-Missisquoi","Farnham","https://www.ville.farnham.qc.ca/wp-content/uploads/2016/06/Politique-couches.pdf"
"Brome-Missisquoi","Frelighsburg"
"Brome-Missisquoi","Lac-Brome"
"Brome-Missisquoi","Notre-Dame-de-Stanbridge"
"Brome-Missisquoi","Pike River"
"Brome-Missisquoi","Saint-Armand"
"Brome-Missisquoi","Saint-Ignace-de-Stanbridge"
"Brome-Missisquoi","Sainte-Sabine"
"Brome-Missisquoi","Stanbridge East"
"Brome-Missisquoi","Stanbridge Station"
"Brome-Missisquoi","Sutton"
"Caniapiscau","Caniapiscau"
"Caniapiscau","Fermont"
"Caniapiscau","Kawawachikamach"
"Caniapiscau","Lac-John"
"Caniapiscau","Lac-Juillet"
"Caniapiscau","Lac-Vacher"
"Caniapiscau","Matimekosh"
"Caniapiscau","Rivière-Mouchalagane"
"Caniapiscau","Schefferville"
"Charlevoix","Baie-Saint-Paul","https://saintpaul.quebec/services-aux-citoyens/politiques-programmes-soutien/"
"Charlevoix","L'Isle-aux-Coudres"
"Charlevoix","Lac-Pikauba"
"Charlevoix","Les Éboulements"
"Charlevoix","Petite-Rivière-Saint-François"
"Charlevoix","Saint-Hilarion"
"Charlevoix","Saint-Urbain"
"Charlevoix-Est","Baie-Sainte-Catherine","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Clermont","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","La Malbaie","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Mont-Élie","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Notre-Dame-des-Monts","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Sagard","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Saint-Aimé-des-Lacs","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Saint-Irénée","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Charlevoix-Est","Saint-Siméon","http://mescollectes.ca/programme-aide-financiere-couches-lavables/"
"Coaticook","Barnston-Ouest","https://www.barnston-ouest.ca/fr/citoyen/familles-aines-et-loisirs.php"
"Coaticook","Coaticook","https://www.coaticook.ca/fr/services/politique-familiale.php"
"Coaticook","Compton","https://www.compton.ca/fr/citoyen/familles_aines_jeunes.php"
"Coaticook","Dixville"
"Coaticook","East Hereford"
"Coaticook","Martinville"
"Coaticook","Saint-Herménégilde","https://www.st-hermenegilde.ca/fr/citoyens/familles-et-aines.php"
"Coaticook","Saint-Malo"
"Coaticook","Saint-Venant-de-Paquette"
"Coaticook","Sainte-Edwidge-de-Clifton"
"Coaticook","Stanstead-Est"
"Coaticook","Waterville"
"Communauté maritime des Îles-de-la-Madeleine","Grosse-Île","https://www.muniles.ca/services-aux-citoyens/autres-liens/programmes-et-subventions-pour-les-citoyens/"
"Communauté maritime des Îles-de-la-Madeleine","Les Îles-de-la-Madeleine","https://www.muniles.ca/services-aux-citoyens/autres-liens/programmes-et-subventions-pour-les-citoyens/"
"D'Autray","Berthierville","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","La Visitation-de-l'Île-Dupas","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Lanoraie","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Lavaltrie","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Mandeville","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Barthélemy","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Cléophas-de-Brandon","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Cuthbert","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Didace","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Gabriel","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Gabriel-de-Brandon","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Ignace-de-Loyola","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Saint-Norbert","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Sainte-Élisabeth","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"D'Autray","Sainte-Geneviève-de-Berthier","http://www.mrcautray.qc.ca/programmes/aide-utilisation-couches-lavables/"
"Deux-Montagnes","Deux-Montagnes","https://www.ville.deux-montagnes.qc.ca/services-municipaux/services-aux-citoyens/programme-une-naissance-un-livre-un-arbre-un-environnement-sain/"
"Deux-Montagnes","Kanesatake"
"Deux-Montagnes","Oka","https://www.municipalite.oka.qc.ca/nouvelles-programme-d-aide-pour-l-achat-de-couches-lavables/"
"Deux-Montagnes","Pointe-Calumet","https://www.pointe-calumet.ca/programmes-et-subventions/"
"Deux-Montagnes","Saint-Eustache","https://www.saint-eustache.ca/citoyens-environnement/couches-lavables"
"Deux-Montagnes","Saint-Joseph-du-Lac","https://sjdl.qc.ca/services-municipaux/environnement/programmes-de-subvention/"
"Deux-Montagnes","Saint-Placide","http://www.riadm.ca/index.php/nos-activites/programme-daide-financiere-couches-lavables/"
"Deux-Montagnes","Sainte-Marthe-sur-le-Lac","http://www.ville.sainte-marthe-sur-le-lac.qc.ca/services-municipaux/environnement/subventions-environnementales/"
"Drummond","Drummondville"
"Drummond","Durham-Sud"
"Drummond","L'Avenir"
"Drummond","Lefebvre"
"Drummond","Notre-Dame-du-Bon-Conseil"
"Drummond","Saint-Bonaventure"
"Drummond","Saint-Cyrille-de-Wendover","https://www.stcyrille.qc.ca/documents/couches-lavables-politique-de-remboursement"
"Drummond","Saint-Edmond-de-Grantham"
"Drummond","Saint-Eugène"
"Drummond","Saint-Félix-de-Kingsey"
"Drummond","Saint-Germain-de-Grantham"
"Drummond","Saint-Guillaume"
"Drummond","Saint-Lucien"
"Drummond","Saint-Majorique-de-Grantham"
"Drummond","Saint-Pie-de-Guire"
"Drummond","Sainte-Brigitte-des-Saults"
"Drummond","Wickham"
"Gatineau","Gatineau"
"Jamésie","Chapais"
"Jamésie","Chibougamau"
"Jamésie","Eeyou Istchee Baie-James"
"Jamésie","Kiggaluk"
"Jamésie","Lebel-sur-Quévillon"
"Jamésie","Matagami","https://matagami.com/project/programme-de-subvention-couches-lavables/"
"Jamésie","Toponyme à venir"
"Joliette","Crabtree","https://crabtree.quebec/citoyens/politiques-diverses/"
"Joliette","Joliette"
"Joliette","Notre-Dame-de-Lourdes"
"Joliette","Notre-Dame-des-Prairies","https://www.notredamedesprairies.com/famille-et-communaute/programmes-de-subvention/"
"Joliette","Saint-Ambroise-de-Kildare"
"Joliette","Saint-Charles-Borromée"
"Joliette","Saint-Paul"
"Joliette","Saint-Pierre"
"Joliette","Saint-Thomas"
"Joliette","Sainte-Mélanie"
"Kamouraska","Kamouraska"
"Kamouraska","La Pocatière","https://www.lapocatiere.ca/services-aux-citoyens/programme-et-subventions/programme-de-subvention-a-lachat-de-couches-lavables/"
"Kamouraska","Mont-Carmel"
"Kamouraska","Petit-Lac-Sainte-Anne"
"Kamouraska","Picard"
"Kamouraska","Rivière-Ouelle"
"Kamouraska","Saint-Alexandre-de-Kamouraska","https://www.stalexkamouraska.com/pages/programmes-de-soutien"
"Kamouraska","Saint-André-de-Kamouraska"
"Kamouraska","Saint-Bruno-de-Kamouraska"
"Kamouraska","Saint-Denis-De La Bouteillerie"
"Kamouraska","Saint-Gabriel-Lalemant"
"Kamouraska","Saint-Germain-de-Kamouraska"
"Kamouraska","Saint-Joseph-de-Kamouraska"
"Kamouraska","Saint-Onésime-d'Ixworth"
"Kamouraska","Saint-Pacôme","http://www.st-pacome.ca/wp-content/uploads/2020/12/341-R%C3%A8glement-%C3%A9tablissant-un-programme-daide-financi%C3%A8re-pour-lachat-de-couches-lavables.pdf"
"Kamouraska","Saint-Pascal","https://villesaintpascal.com/programme-daide-municipal-pour-lachat-de-couches-lavables/"
"Kamouraska","Saint-Philippe-de-Néri"
"Kamouraska","Sainte-Anne-de-la-Pocatière"
"Kamouraska","Sainte-Hélène-de-Kamouraska"
"L'Assomption","Charlemagne"
"L'Assomption","L'Assomption","https://www.ville.lassomption.qc.ca/programmes-de-subvention/"
"L'Assomption","L'Épiphanie","http://www.lepiphanie.ca/programme-subvention"
"L'Assomption","Repentigny",Èhttps://repentigny.ca/services/citoyens/subventions/soins-personnels
"L'Assomption","Saint-Sulpice"
"L'Érable","Inverness"
"L'Érable","Laurierville"
"L'Érable","Lyster","https://lyster.ca/programmes-offerts/achat-de-couches-en-coton/"
"L'Érable","Notre-Dame-de-Lourdes"
"L'Érable","Plessisville","https://plessisville.quebec/affaires/programme-d-aide-financiere/couches-lavables/"
"L'Érable","Princeville"
"L'Érable","Saint-Ferdinand"
"L'Érable","Saint-Pierre-Baptiste"
"L'Érable","Sainte-Sophie-d'Halifax"
"L'Érable","Villeroy","https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"L'Île-d'Orléans","Saint-François-de-l'Île-d'Orléans","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Île-d'Orléans","Saint-Jean-de-l'Île-d'Orléans","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Île-d'Orléans","Saint-Laurent-de-l'Île-d'Orléans","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Île-d'Orléans","Saint-Pierre-de-l'Île-d'Orléans","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Île-d'Orléans","Sainte-Famille-de-l'Île-d'Orléans","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Île-d'Orléans","Sainte-Pétronille","http://mrc.iledorleans.com/fra/services/pgmr-collecte-dechet-et-recyclage/reduction-a-la-source.asp"
"L'Islet","L'Islet"
"L'Islet","Saint-Adalbert"
"L'Islet","Saint-Aubert"
"L'Islet","Saint-Cyrille-de-Lessard"
"L'Islet","Saint-Damase-de-L'Islet"
"L'Islet","Saint-Jean-Port-Joli"
"L'Islet","Saint-Marcel"
"L'Islet","Saint-Omer"
"L'Islet","Saint-Pamphile"
"L'Islet","Saint-Roch-des-Aulnaies"
"L'Islet","Sainte-Félicité"
"L'Islet","Sainte-Louise"
"L'Islet","Sainte-Perpétue"
"L'Islet","Tourville"
"La Côte-de-Beaupré","Beaupré","https://www.villedebeaupre.com/pages/programmes-daide"
"La Côte-de-Beaupré","Boischatel","https://www.boischatel.ca/citoyens/couches-lavables/"
"La Côte-de-Beaupré","Château-Richer"
"La Côte-de-Beaupré","L'Ange-Gardien"
"La Côte-de-Beaupré","Lac-Jacques-Cartier"
"La Côte-de-Beaupré","Saint-Ferréol-les-Neiges"
"La Côte-de-Beaupré","Saint-Joachim"
"La Côte-de-Beaupré","Saint-Louis-de-Gonzague-du-Cap-Tourmente"
"La Côte-de-Beaupré","Saint-Tite-des-Caps"
"La Côte-de-Beaupré","Sainte-Anne-de-Beaupré"
"La Côte-de-Beaupré","Sault-au-Cochon"
"La Côte-de-Gaspé","Cloridorme"
"La Côte-de-Gaspé","Collines-du-Basque"
"La Côte-de-Gaspé","Gaspé"
"La Côte-de-Gaspé","Grande-Vallée"
"La Côte-de-Gaspé","Murdochville"
"La Côte-de-Gaspé","Petite-Vallée"
"La Côte-de-Gaspé","Rivière-Saint-Jean"
"La Haute-Côte-Nord","Colombier"
"La Haute-Côte-Nord","Essipit"
"La Haute-Côte-Nord","Forestville"
"La Haute-Côte-Nord","Lac-au-Brochet"
"La Haute-Côte-Nord","Les Bergeronnes"
"La Haute-Côte-Nord","Les Escoumins"
"La Haute-Côte-Nord","Longue-Rive"
"La Haute-Côte-Nord","Portneuf-sur-Mer"
"La Haute-Côte-Nord","Sacré-Coeur"
"La Haute-Côte-Nord","Tadoussac"
"La Haute-Gaspésie","Cap-Chat"
"La Haute-Gaspésie","Coulée-des-Adolphe"
"La Haute-Gaspésie","La Martre"
"La Haute-Gaspésie","Marsoui"
"La Haute-Gaspésie","Mont-Albert"
"La Haute-Gaspésie","Mont-Saint-Pierre"
"La Haute-Gaspésie","Rivière-à-Claude"
"La Haute-Gaspésie","Saint-Maxime-du-Mont-Louis"
"La Haute-Gaspésie","Sainte-Anne-des-Monts"
"La Haute-Gaspésie","Sainte-Madeleine-de-la-Rivière-Madeleine"
"La Haute-Yamaska","Granby","https://granby.ca/fr/subvention-couches-de-coton"
"La Haute-Yamaska","Roxton Pond"
"La Haute-Yamaska","Saint-Alphonse-de-Granby"
"La Haute-Yamaska","Saint-Joachim-de-Shefford",
"La Haute-Yamaska","Sainte-Cécile-de-Milton"
"La Haute-Yamaska","Shefford","https://cantonshefford.qc.ca/services/citoyen/programme-pour-lachat-de-couches-reutilisables/"
"La Haute-Yamaska","Warden"
"La Haute-Yamaska","Waterloo","https://ville.waterloo.qc.ca/subventions-et-aides-financieres/couches-lavables/"
"La Jacques-Cartier","Fossambault-sur-le-Lac"
"La Jacques-Cartier","Lac-Beauport"
"La Jacques-Cartier","Lac-Croche"
"La Jacques-Cartier","Lac-Delage","https://www.lacdelage.qc.ca/pages/Environnement"
"La Jacques-Cartier","Lac-Saint-Joseph"
"La Jacques-Cartier","Saint-Gabriel-de-Valcartier","http://saint-gabriel-de-valcartier.ca/service-aux-citoyens/matieres-residuelles/programme-de-couches-reutilisables/"
