"MRC","Municipalite","Arrondissement","url"
"La Mitis","Sainte-Jeanne-d'Arc",NA,"https://www.ecoregie.ca/reduction-a-la-source/subvention-couches-lavables.html#:~:text=Ce%20programme%20est%20simple%2C%20au,r%C3%A9siduelles%20d'au%20moins%20unehttps://www.rmrlac.qc.ca/dev/couche-lavable"
"La Mitis","Sainte-Jeanne-d'Arc",NA,"https://www.ecoregie.ca/reduction-a-la-source/subvention-couches-lavables.html#:~:text=Ce%20programme%20est%20simple%2C%20au,r%C3%A9siduelles%20d'au%20moins%20unehttps://www.rmrlac.qc.ca/dev/couche-lavable"
"La Mitis","Sainte-Luce",NA,"https://www.ecoregie.ca/reduction-a-la-source/subvention-couches-lavables.html#:~:text=Ce%20programme%20est%20simple%2C%20au,r%C3%A9siduelles%20d'au%20moins%20unehttps://sainteluce.ca/citoyen/famille.php"
"La Mitis","TNO aquatique de la MRC de La Mitis",NA,"https://www.ecoregie.ca/reduction-a-la-source/subvention-couches-lavables.html#:~:text=Ce%20programme%20est%20simple%2C%20au,r%C3%A9siduelles%20d'au%20moins%20une"
"La Nouvelle-Beauce","Sainte-Marie",NA,"https://www.sainte-marie.ca/2018/09/revision-du-programme-de-subvention-pour-lachat-de-couches-lavables/"
"La Rivière-du-Nord","Prévost",NA,"https://www.ville.prevost.qc.ca/ma-ville/environnement/programmes-de-subvention"
"La Rivière-du-Nord","Saint-Colomban",NA,"https://st-colomban.qc.ca/services-aux-citoyens/environnement/programme-de-couches-lavables/"
"La Rivière-du-Nord","Saint-Hippolyte",NA,"https://saint-hippolyte.ca/services-aux-citoyens/environnement/subventions-environnementales/"
"La Rivière-du-Nord","Saint-Jérôme",NA,"https://www.vsj.ca/aide-financiere-environnementale/"
"La Rivière-du-Nord","Sainte-Sophie",NA,"https://www.stesophie.ca/Politiques-et-programmes"
"La Tuque","Coucoucache",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Tuque","La Bostonnais",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Tuque","La Tuque",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdfhttps://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Tuque","Lac-Édouard",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Tuque","Obedjiwan",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Tuque","Wemotaci",NA,"https://7ac0ac30-7c5d-4ec1-b07e-0a140fc661a0.filesusr.com/ugd/25eb49_c87a64eacdd149229e4fb89d807608e4.pdf"
"La Vallée-de-l'Or","Belcourt",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Kitcisakik",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Lac-Granet",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Lac-Metei",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Lac-Simon",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Lac-Simon",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Malartic",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Matchi-Manitou",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Réservoir-Dozois",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Rivière-Héva",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Senneterre",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Senneterre",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Senneterre",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Senneterre",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-l'Or","Val-d'Or",NA,"https://bondebarras.mrcvo.qc.ca/programme-de-subvention/"
"La Vallée-de-la-Gatineau","Maniwaki",NA,"https://www.ville.maniwaki.qc.ca/index.php/hotel-de-ville/politique-familiale/130-la-ville-annonce-ses-mesures-pour-soutenir-les-jeunes-familles-de-maniwaki"
"La Vallée-du-Richelieu","Beloeil",NA,"https://beloeil.ca/servir/environnement/subventions-aux-citoyens/couches-lavables/"
"La Vallée-du-Richelieu","Carignan",NA,"https://www.carignan.quebec/services/services-municipaux/programme-de-remboursement/"
"La Vallée-du-Richelieu","Chambly",NA,"https://www.ville.chambly.qc.ca/environnement/subventions/"
"La Vallée-du-Richelieu","Mont-Saint-Hilaire",NA,"https://www.villemsh.ca/services-aux-citoyens/programmes-daide-et-subventions/"
"La Vallée-du-Richelieu","Otterburn Park",NA,"https://www.opark.ca/citoyens/aide-financiere-et-subventions/"
"La Vallée-du-Richelieu","Saint-Basile-le-Grand",NA,"https://www.ville.saint-basile-le-grand.qc.ca/vie-citoyenne/reglementation/programmes-daide-financiere/"
"Lac-Saint-Jean-Est","Alma",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Desbiens",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Hébertville",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Hébertville-Station",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Métabetchouan--Lac-à-la-Croix",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Saint-Bruno",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Saint-Henri-de-Taillon",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Saint-Ludger-de-Milot",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Lac-Saint-Jean-Est","Saint-Nazaire",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Laval","Laval",NA,"https://www.laval.ca/Pages/Fr/Citoyens/couches-lavables.aspxhttps://www.laval.ca/Pages/Fr/Citoyens/couches-lavables.aspx"
"Le Domaine-du-Roy","Chambord",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","La Doré",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Mashteuiatsh",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Roberval",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Saint-André-du-Lac-Saint-Jean",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Saint-Félicien",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Saint-François-de-Sales",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Saint-Prime",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Domaine-du-Roy","Sainte-Hedwidge",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Fjord-du-Saguenay","Bégin",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Ferland-et-Boilleau",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","L'Anse-Saint-Jean",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Lac-Ministuk",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Lalemant",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Larouche",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Mont-Valin",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Petit-Saguenay",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Rivière-Éternité",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-Ambroise",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-Charles-de-Bourget",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-David-de-Falardeau",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-Félix-d'Otis",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-Fulgence",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Saint-Honoré",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","Sainte-Rose-du-Nord",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Fjord-du-Saguenay","TNO aquatique de la MRC du Fjord-du-Saguenay",NA,"https://www.mrc-fjord.qc.ca/environnement/couches-lavables/"
"Le Golfe-du-Saint-Laurent","Saint-Augustin",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Golfe-du-Saint-Laurent","Saint-Augustin",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Le Granit","Lac-Mégantic",NA,"https://www.ville.lac-megantic.qc.ca/subventions-pour-lachat-de-couches-reutilisables-2/#:~:text=La%20Ville%20de%20Lac%2DM%C3%A9gantic,Les%20couches%20lavables%20sont%20%3A&text=%C3%A9conomiques%20%3A%20Pour%20deux%20ans%20et,300%20%24%20pour%20des%20couches%20lavables."
"Le Haut-Richelieu","Saint-Jean-sur-Richelieu",NA,"https://sjsr.ca/environnement/programmes-aide-incitatifs/produits-reutilisables/"
"Le Haut-Saint-François","Cookshire-Eaton",NA,"https://www.cookshire-eaton.qc.ca/couches-lavables-aide-financiere/"
"Le Haut-Saint-François","Dudswell",NA,"http://municipalitededudswell.ca/programme-daide-pour-lachat-de-couches-lavables/"
"Le Rocher-Percé","Chandler",NA,"https://www.facebook.com/villedechandler/photos/a.189547274411062/4054607204571697/?type=3&theater"
"Le Val-Saint-François","Bonsecours",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Cleveland",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Kingsbury",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Lawrenceville",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Maricourt",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Melbourne",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Racine",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Richmond",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Saint-Claude",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Saint-Denis-de-Brompton",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Saint-François-Xavier-de-Brompton",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Sainte-Anne-de-la-Rochelle",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Stoke",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","TNO aquatique de la MRC du Val-Saint-François",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Ulverton",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Val-Joli",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Valcourt",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Valcourt",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Valcourt",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Valcourt",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Le Val-Saint-François","Windsor",NA,"https://www.val-saint-francois.qc.ca/services/couches-lavables/"
"Les Appalaches","Thetford Mines",NA,"https://www.villethetford.ca/vivre-a-thetford/programmes-daide-financiere/couches-lavables/"
"Les Chenaux","Notre-Dame-du-Mont-Carmel",NA,"https://mont-carmel.org/file/programme-de-soutien-achat-de-couches--r--utilisables.pdf"
"Les Chenaux","Saint-Stanislas",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Les Chenaux","Saint-Stanislas",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Les Collines-de-l'Outaouais","Cantley",NA,"https://cantley.ca/municipalite/administration/politiques/#:~:text=Subvention%20pour%20les%20couches%20lavables&text=La%20Municipalit%C3%A9%20de%20Cantley%20encourage,Cantley%2C%20et%20ce%2C%20annuellement."
"Les Collines-de-l'Outaouais","L'Ange-Gardien",NA,"https://langegardien.qc.ca/les-services/environnement/ressources-et-subventions/#couche-lavable"
"Les Collines-de-l'Outaouais","L'Ange-Gardien",NA,"https://langegardien.qc.ca/les-services/environnement/ressources-et-subventions/#couche-lavable"
"Les Collines-de-l'Outaouais","La Pêche",NA,"http://villelapeche.qc.ca/downloads/Formulaires/2018-Formulaire%20demande%20subvention%20pour%20couches%20lavables.pdf"
"Les Collines-de-l'Outaouais","Val-des-Monts",NA,"http://www.val-des-monts.net/nouvelles/article/304-subvention-pour-les-couches-lavables"
"Les Etchemins","Saint-Louis-de-Gonzague",NA,"http://saint-louis-de-gonzague.com/news/couches-lavables/"
"Les Etchemins","Saint-Louis-de-Gonzague",NA,"http://saint-louis-de-gonzague.com/news/couches-lavables/"
"Les Jardins-de-Napierville","Napierville",NA,"https://www.napierville.ca/fr/subventions"
"Les Jardins-de-Napierville","Saint-Cyprien-de-Napierville",NA,"http://www.st-cypriendenapierville.com/fr/politique-familiale"
"Les Jardins-de-Napierville","Saint-Édouard",NA,"https://www.saintedouard.ca/subvention-pour-lachat-de-couches-lavables"
"Les Jardins-de-Napierville","Saint-Rémi",NA,"https://www.saint-remi.ca/wp-content/uploads/2021/03/Formulaire-Programme-de-subvention-a-lachat-de-couches-reutilisables-pour-enfants.pdf"
"Les Laurentides","Labelle",NA,"https://subventioncoucheslavables.com/mixte/pdf/labelle.pdf"
"Les Laurentides","Mont-Blanc",NA,"https://sflc.ca/subventions-aux-citoyens/"
"Les Laurentides","Mont-Tremblant",NA,"https://www.villedemont-tremblant.qc.ca/public_upload/files/citoyen/programmes/formulaire-bbcolo.pdf?v=75301"
"Les Laurentides","Val-David",NA,"http://www.valdavid.com/services-aux-citoyens/programmes-et-aide-financiere/"
"Les Maskoutains","Saint-Barnabé-Sud",NA,"https://saintbarnabesud.ca/services-aux-citoyens/subvention-achat-de-couches-lavables/"
"Les Maskoutains","Saint-Damase",NA,"https://www.st-damase.qc.ca/programme-couche-lavable/"
"Les Maskoutains","Saint-Damase",NA,"https://www.st-damase.qc.ca/programme-couche-lavable/"
"Les Maskoutains","Sainte-Madeleine",NA,"http://www.villestemadeleine.qc.ca/Couches-lavables.html"
"Les Moulins","Mascouche",NA,"https://mascouche.ca/services-aux-citoyens/subventions/subventions-environnementales/"
"Les Moulins","Terrebonne",NA,"https://www.ville.terrebonne.qc.ca/couches-lavables"
"Les Pays-d'en-Haut","Piedmont",NA,"https://www.piedmont.ca/DATA/DOCUMENT/356~v~formulaire-de-demande-de-subvention_couches-reutilisables.pdf"
"Les Pays-d'en-Haut","Saint-Sauveur",NA,"https://www.vss.ca/services-aux-citoyens/services/programmes-et-subventions"
"Les Pays-d'en-Haut","Sainte-Adèle",NA,"https://ville.sainte-adele.qc.ca/upload/documents/Formulaire-subvention-couches-lavables.pdf"
"Les Pays-d'en-Haut","Sainte-Marguerite-du-Lac-Masson",NA,"https://lacmasson.com/storage/app/media/Plans%20et%20Politiques/152-2020%20Politique%20aide%20financi%C3%A8re%20pour%20couche%20lavable%20-%20En%20vigueur%202020-02-17.pdf"
"Les Sources","Danville",NA,"https://danville.ca/fichiers/couche_lavable_2017_0.pdf"
"Les Sources","Saint-Georges-de-Windsor",NA,"https://vplus-documents.s3.ca-central-1.amazonaws.com/saint-georges-de-windsor/_publication/fichiers/couches-2.pdf"
"Les Sources","Val-des-Sources",NA,"https://valdessources.ca/wp-content/uploads/2021/03/formulaire_couches_lavables.pdf"
"Lévis","Lévis","Desjardins","https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/"
"Lévis","Lévis","Les Chutes-de-la-Chaudière-Est","https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/"
"Lévis","Lévis","Les Chutes-de-la-Chaudière-Ouest","https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/"
"Lévis","Lévis",NA,"https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/https://www.ville.levis.qc.ca/environnement-et-collectes/aide-financiere/couches-lavables/"
"Longueuil","Boucherville",NA,"https://www.longueuil.quebec/fr/services/developpement-socialhttps://boucherville.ca/residants/reglements/programmes-de-subventions/couches-pour-bebe/"
"Longueuil","Brossard",NA,"https://www.longueuil.quebec/fr/services/developpement-socialhttps://www.brossard.ca/couches-lavables"
"Longueuil","Longueuil","Greenfield Park","https://www.longueuil.quebec/fr/services/developpement-socialhttps://www.longueuil.quebec/fr/services/developpement-social"
"Longueuil","Longueuil","Le Vieux-Longueuil","https://www.longueuil.quebec/fr/services/developpement-socialhttps://www.longueuil.quebec/fr/services/developpement-social"
"Longueuil","Longueuil","Saint-Hubert","https://www.longueuil.quebec/fr/services/developpement-socialhttps://www.longueuil.quebec/fr/services/developpement-social"
"Longueuil","Longueuil",NA,"https://www.longueuil.quebec/fr/services/developpement-socialhttps://www.longueuil.quebec/fr/services/developpement-social"
"Longueuil","Saint-Bruno-de-Montarville",NA,"https://www.longueuil.quebec/fr/services/developpement-socialhttps://stbruno.ca/ville/programmes/programme-aide-financiere-achat-produits-hygieniques-lavables-et-reutilisables/"
"Longueuil","Saint-Lambert",NA,"https://www.longueuil.quebec/fr/services/developpement-social"
"Longueuil","Saint-Lambert",NA,"https://www.longueuil.quebec/fr/services/developpement-social"
"Lotbinière","Dosquet",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Laurier-Station",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Leclercville",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Lotbinière",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Notre-Dame-du-Sacré-Coeur-d'Issoudun",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Agapit",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Antoine-de-Tilly",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Apollinaire",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Édouard-de-Lotbinière",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Flavien",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Gilles",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Janvier-de-Joly",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Narcisse-de-Beaurivage",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Patrice-de-Beaurivage",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Saint-Sylvestre",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Sainte-Agathe-de-Lotbinière",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Sainte-Croix",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","TNO aquatique de la MRC de Lotbinière",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Lotbinière","Val-Alain",NA,"https://www.mrclotbiniere.org/services-aux-citoyens/programmes-et-mesures/couches-reutilisables/"
"Marguerite-D'Youville","Calixa-Lavallée",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Marguerite-D'Youville","Contrecoeur",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Marguerite-D'Youville","Saint-Amable",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Marguerite-D'Youville","Sainte-Julie",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Marguerite-D'Youville","Varennes",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Marguerite-D'Youville","Verchères",NA,"https://margueritedyouville.ca/services/environnement-et-matieres-residuelles/programmes-de-subventions"
"Maria-Chapdelaine","Albanel",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Maria-Chapdelaine","Dolbeau-Mistassini",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Maria-Chapdelaine","Girardville",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Maria-Chapdelaine","Normandin",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
"Maria-Chapdelaine","Saint-Augustin",NA,"https://www.rmrlac.qc.ca/dev/couche-lavable"
